customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,total_services,contract_risk,payment_risk,avg_monthly_revenue,has_family
6121-VZNQB,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.1,19.1,1,0-1yr,1,1.0,0.7,9.55,0
7903-CMPEY,0,1,1,0,1,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.3,80.3,1,0-1yr,3,1.0,1.0,40.15,1
1518-OMDIK,0,0,1,0,33,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.55,1462.6,0,2-4yr,1,1.0,0.3,43.01764705882353,1
6671-NGWON,0,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,150.6,0,0-1yr,1,1.0,0.7,18.825,0
0595-ITUDF,0,0,1,1,64,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,91.8,5960.5,0,4yr+,5,1.0,1.0,91.7,1
6996-KNSML,0,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.9,74.9,1,0-1yr,2,1.0,1.0,37.45,0
1955-IBMMB,0,0,0,0,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.2,1192.3,0,4yr+,1,0.2,0.3,19.871666666666666,0
0096-BXERS,0,0,1,0,6,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,50.35,314.55,0,0-1yr,2,1.0,1.0,44.93571428571429,1
3806-YAZOV,0,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.8,56.0,0,0-1yr,1,1.0,0.7,14.0,0
7998-ZLXWN,0,0,1,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.45,330.8,0,1-2yr,1,1.0,0.3,20.675,1
6253-WRFHY,0,0,1,1,13,1,No,DSL,No,No,No,No,Yes,Yes,One year,1,Electronic check,64.75,877.35,0,1-2yr,3,0.5,1.0,62.667857142857144,1
9133-AYJZG,0,0,0,0,23,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),98.7,2249.1,0,1-2yr,5,1.0,0.3,93.71249999999999,0
2675-OTVVJ,0,1,1,0,31,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,89.45,2807.65,0,2-4yr,4,1.0,1.0,87.7390625,1
8680-CGLTP,0,0,0,0,29,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Electronic check,58.75,1696.2,0,2-4yr,4,0.5,1.0,56.54,0
8430-TWCBX,0,0,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.7,1032.05,0,4yr+,1,0.5,0.3,20.641,1
5018-GWURO,0,0,1,0,56,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),85.6,4902.8,0,4yr+,3,1.0,0.3,86.01403508771931,1
6741-QRLUP,0,0,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),80.3,4995.35,0,4yr+,7,0.2,0.3,78.05234375,0
4737-HOBAX,0,0,1,0,63,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),79.8,5034.05,0,4yr+,6,0.2,0.3,78.65703125,1
0537-QYZZN,0,1,1,1,24,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,79.85,1857.75,0,1-2yr,3,1.0,1.0,74.31,1
3340-QBBFM,0,1,1,0,36,1,No,DSL,No,No,Yes,Yes,No,No,One year,0,Credit card (automatic),54.1,1992.85,0,2-4yr,3,0.5,0.3,53.86081081081081,1
1704-NRWYE,0,1,0,0,9,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.85,751.65,1,0-1yr,2,1.0,1.0,75.16499999999999,0
2592-SEIFQ,0,0,0,0,3,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.75,66.95,1,0-1yr,0,1.0,1.0,16.7375,0
8200-KLNYW,0,0,1,0,21,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,80.9,1714.95,0,1-2yr,6,0.5,0.7,77.95227272727273,1
3372-CDXFJ,0,0,1,1,13,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.5,343.6,0,1-2yr,2,0.5,0.3,24.542857142857144,1
4781-ZXYGU,0,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.15,20.15,0,0-1yr,1,1.0,0.3,10.075,1
7632-YUTXB,0,0,1,1,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.05,520.1,0,2-4yr,1,0.5,0.7,20.003846153846155,1
2718-YSKCS,0,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.6,1387.45,0,4yr+,1,0.2,0.3,19.27013888888889,1
9896-UYMIE,0,0,0,0,66,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),114.3,7383.7,0,4yr+,8,0.5,0.3,110.20447761194029,0
0853-NWIFK,0,0,0,0,45,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,100.3,4483.95,0,2-4yr,5,0.5,1.0,97.47717391304347,0
8212-CRQXP,0,0,1,0,22,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),80.0,1706.45,0,1-2yr,2,1.0,0.3,74.19347826086957,1
6980-CDGFC,0,0,1,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.85,1327.4,0,4yr+,1,0.5,0.3,19.52058823529412,1
7691-XVTZH,0,0,1,0,68,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),89.95,5974.3,0,4yr+,4,0.2,0.3,86.5840579710145,1
2520-SGTTA,0,0,1,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,20.0,0,0-1yr,1,0.2,0.7,20.0,1
7481-ATQQS,0,1,0,0,49,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),90.85,4515.85,1,4yr+,4,1.0,0.3,90.31700000000001,0
2277-VWCNI,0,1,0,0,4,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,48.75,179.85,0,0-1yr,2,1.0,0.7,35.97,0
1088-CNNKB,0,0,1,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),80.0,5040.2,0,4yr+,7,0.5,0.3,78.753125,1
8642-GVWRF,0,0,1,0,2,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),79.7,165.0,1,0-1yr,3,1.0,0.3,55.0,1
1930-BZLHI,0,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.35,422.7,0,1-2yr,1,0.5,0.7,19.213636363636365,0
3400-ESFUW,0,0,1,1,55,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),57.55,3046.4,1,4yr+,4,0.2,0.3,54.4,1
5868-YTYKS,0,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25,0,0-1yr,1,1.0,0.7,10.125,1
3525-DVKFN,0,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,358.05,0,1-2yr,1,0.2,0.7,19.891666666666666,0
1482-OXZSY,0,0,0,0,30,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.4,2936.25,0,2-4yr,5,1.0,0.3,94.71774193548387,0
0377-JBKKT,0,0,1,1,22,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,57.95,1271.8,0,1-2yr,4,1.0,0.7,55.29565217391304,1
5778-BVOFB,0,0,0,0,9,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),59.5,530.05,0,0-1yr,3,1.0,0.3,53.004999999999995,0
3373-YZZYM,0,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.2,19.2,0,0-1yr,1,1.0,0.7,9.6,1
2057-ZBLPD,0,0,1,0,21,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.5,1808.7,1,1-2yr,3,1.0,1.0,82.21363636363637,1
0228-MAUWC,0,0,0,0,19,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,59.55,1144.6,0,1-2yr,4,1.0,1.0,57.23,0
5502-RLUYV,0,0,1,1,69,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.95,7446.9,1,4yr+,6,1.0,1.0,106.38428571428571,1
0023-HGHWL,0,1,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.1,25.1,1,0-1yr,0,1.0,1.0,12.55,0
7663-YJHSN,0,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),103.95,7556.9,0,4yr+,7,0.2,0.3,103.51917808219177,1
4915-BFSXL,0,0,1,1,70,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,0,Credit card (automatic),68.95,4858.7,0,4yr+,5,0.2,0.3,68.43239436619719,1
3086-RUCRN,0,0,0,0,66,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),103.1,6595.0,0,4yr+,7,1.0,0.3,98.43283582089552,0
5215-LNLDJ,0,0,1,1,7,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.7,149.05,0,0-1yr,0,1.0,1.0,18.63125,1
7576-JMYWV,0,1,1,1,46,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.2,4972.1,0,2-4yr,7,1.0,1.0,105.78936170212766,1
9039-RBEEE,0,0,0,0,39,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),48.95,1880.85,1,2-4yr,4,1.0,0.3,47.021249999999995,0
0257-KXZGU,0,0,1,1,32,1,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),62.45,2045.55,0,2-4yr,4,1.0,0.3,61.986363636363635,1
1307-ATKGB,0,0,0,0,24,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,89.55,2187.15,0,1-2yr,4,1.0,1.0,87.486,0
8417-FMLZI,0,0,1,1,6,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),83.55,477.55,1,0-1yr,3,1.0,0.3,68.22142857142858,1
3714-XPXBW,0,0,0,0,37,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),78.9,2976.95,0,2-4yr,7,1.0,0.3,78.34078947368421,0
1850-AKQEP,0,0,0,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,178.7,0,0-1yr,1,1.0,0.7,19.855555555555554,1
2824-DXNKN,0,0,1,1,72,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),71.45,5025.85,0,4yr+,5,0.2,0.3,68.84726027397261,1
5227-JSCFE,0,1,1,0,71,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),46.35,3353.4,0,4yr+,4,0.2,0.3,46.575,1
0848-ZGQIJ,0,0,1,0,16,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.65,1461.15,0,1-2yr,4,1.0,0.3,85.95,1
3621-CHYVB,0,0,1,0,57,0,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),49.9,2782.4,0,4yr+,4,1.0,0.3,47.97241379310345,1
8042-RNLKO,0,0,0,0,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),25.45,1699.15,0,4yr+,2,0.5,0.3,25.36044776119403,0
1792-UXAFY,0,1,0,0,17,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.15,1496.9,1,1-2yr,4,1.0,1.0,83.16111111111111,0
5372-FBKBN,0,0,0,1,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.75,452.2,0,1-2yr,1,1.0,0.7,20.554545454545455,1
0420-TXVSG,0,0,1,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),66.1,4428.45,0,4yr+,5,0.2,0.3,66.09626865671642,1
6217-TOWGS,0,0,1,0,17,1,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),75.4,1322.55,0,1-2yr,5,1.0,0.3,73.475,1
0515-YPMCW,0,0,0,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.45,70.45,1,0-1yr,1,1.0,0.7,35.225,1
0378-XSZPU,0,0,1,0,58,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,0,Credit card (automatic),60.3,3563.8,1,4yr+,4,0.5,0.3,60.40338983050848,1
1045-LTCYT,0,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),21.05,139.75,0,0-1yr,1,1.0,0.3,15.527777777777779,1
1544-JJMYL,0,0,0,0,27,1,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Credit card (automatic),69.35,1927.3,0,2-4yr,5,0.5,0.3,68.83214285714286,0
4636-JGAAI,0,0,1,0,34,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,88.85,3000.25,0,2-4yr,4,1.0,0.7,85.72142857142858,1
6874-SGLHU,0,0,0,0,30,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),97.0,3021.3,0,2-4yr,4,0.5,0.3,97.46129032258065,0
5951-AOFIH,0,0,0,0,33,1,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),66.4,2245.4,0,2-4yr,4,1.0,0.3,66.04117647058824,0
4729-XKASR,0,0,0,1,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.75,24.75,1,0-1yr,0,1.0,1.0,12.375,1
3059-NGMXB,0,0,1,1,14,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,69.2,944.65,0,1-2yr,5,1.0,0.7,62.97666666666667,1
8652-YHIYU,0,0,0,1,16,1,Yes,Fiber optic,No,No,No,Yes,No,No,One year,1,Credit card (automatic),79.5,1264.2,0,1-2yr,3,0.5,0.3,74.36470588235295,1
5278-PNYOX,0,0,0,0,49,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),100.65,4917.75,0,4yr+,5,0.2,0.3,98.355,0
5449-FIBXJ,0,0,1,1,19,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,103.3,2012.7,1,1-2yr,6,1.0,1.0,100.635,1
3486-HOOGQ,0,0,1,1,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),79.7,5743.3,0,4yr+,7,0.2,0.3,80.89154929577465,1
5061-PBXFW,0,0,1,1,32,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),61.4,1864.65,0,2-4yr,4,1.0,0.3,56.50454545454546,1
8630-FJLIB,0,0,0,0,18,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.8,1221.65,0,1-2yr,1,1.0,1.0,64.29736842105264,0
3891-NLXJB,0,0,0,0,37,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,40.55,1390.85,0,2-4yr,3,0.2,0.7,36.60131578947368,0
4749-OJKQU,0,0,0,0,4,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.65,302.35,0,0-1yr,2,1.0,1.0,60.470000000000006,0
0577-WHMEV,0,0,1,0,16,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,90.7,1374.9,0,1-2yr,5,1.0,1.0,80.87647058823529,1
5453-AXEPF,0,0,1,0,17,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.5,1336.9,0,1-2yr,3,1.0,0.3,74.27222222222223,1
3639-XJHKQ,0,0,0,1,19,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,60.6,1297.8,0,1-2yr,4,1.0,1.0,64.89,1
3716-LRGXK,0,0,1,0,60,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),101.15,6067.4,0,4yr+,5,0.2,0.3,99.4655737704918,1
2263-SFSQZ,0,0,1,1,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.95,1222.25,0,4yr+,2,0.2,0.7,23.504807692307693,1
9950-MTGYX,0,0,1,1,28,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.3,487.95,0,2-4yr,1,0.2,0.3,16.825862068965517,1
3397-AVTKU,0,0,0,0,43,1,No,DSL,No,Yes,No,No,No,Yes,Two year,1,Electronic check,60.0,2548.55,0,2-4yr,3,0.2,1.0,57.92159090909092,0
4825-FUREZ,0,0,1,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,20.25,835.5,0,2-4yr,1,0.2,1.0,19.430232558139537,1
9837-BMCLM,0,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.5,242.05,1,0-1yr,2,1.0,1.0,60.5125,0
2672-OJQZP,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.75,44.75,0,0-1yr,1,1.0,0.7,22.375,0
0137-UDEUO,0,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,63.75,1,0-1yr,1,1.0,0.7,15.9375,0
3134-DSHVC,0,0,0,0,63,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,0,Credit card (automatic),98.0,6218.45,0,4yr+,6,0.2,0.3,97.16328125,0
6161-UUUTA,0,1,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.9,260.9,1,0-1yr,2,1.0,1.0,65.225,0
7821-DPRQE,0,0,1,0,68,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.7,7320.9,0,4yr+,7,1.0,1.0,106.1,1
6543-XRMYR,0,1,0,0,30,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.7,2967.35,1,2-4yr,5,1.0,1.0,95.72096774193548,0
2001-EWBQU,0,0,0,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,104.7,6333.8,0,4yr+,6,0.2,1.0,103.83278688524591,0
4925-LMHOK,0,0,0,0,15,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),58.6,939.7,1,1-2yr,4,1.0,0.3,58.73125,0
1608-GMEWB,0,1,0,0,45,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),93.9,4200.25,0,2-4yr,4,1.0,0.3,91.30978260869566,0
6695-AMZUF,0,0,1,0,70,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.45,5950.2,0,4yr+,7,0.2,0.3,83.8056338028169,1
1455-UGQVH,0,0,1,0,10,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.5,1037.75,1,0-1yr,5,1.0,1.0,94.3409090909091,1
8410-BGQXN,0,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,93.4,0,0-1yr,1,1.0,0.7,18.68,0
8280-MQRQN,0,0,0,0,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,50.45,50.45,1,0-1yr,2,1.0,0.7,25.225,0
1619-YWUBB,0,0,1,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.95,1614.9,0,4yr+,2,0.2,0.3,23.40434782608696,1
7611-YKYTC,0,0,1,1,22,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),75.0,1573.95,0,1-2yr,2,1.0,0.3,68.43260869565218,1
2037-SGXHH,0,0,1,1,38,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,94.65,3624.3,1,2-4yr,5,1.0,1.0,92.93076923076923,1
3178-FESZO,0,0,0,0,1,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),100.25,100.25,1,0-1yr,5,1.0,0.3,50.125,0
0365-GXEZS,0,0,1,0,18,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,78.2,1468.75,0,1-2yr,3,1.0,1.0,77.30263157894737,1
0082-OQIQY,0,0,0,0,29,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,94.2,2607.6,0,2-4yr,4,1.0,1.0,86.92,0
6087-MVHJH,0,0,0,0,16,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,88.45,1422.1,1,1-2yr,4,1.0,1.0,83.65294117647058,0
4603-JANFB,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.85,69.85,1,0-1yr,1,1.0,1.0,34.925,0
3018-TFTSU,0,0,0,0,12,1,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),81.7,858.6,1,0-1yr,3,1.0,0.3,66.04615384615384,0
3606-SBKRY,0,0,0,0,31,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,50.05,1523.4,0,2-4yr,3,0.5,1.0,47.60625,0
4806-KEXQR,0,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.9,324.3,1,0-1yr,2,1.0,1.0,64.86,0
0667-NSRGI,0,0,1,0,48,1,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,1,Mailed check,69.55,3435.6,0,2-4yr,5,0.5,0.7,70.11428571428571,1
7083-YNSKY,0,0,0,0,15,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),25.4,399.6,1,1-2yr,2,1.0,0.3,24.975,0
6893-ODYYE,0,0,0,0,50,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),90.1,4549.45,0,4yr+,5,0.5,0.3,89.20490196078431,0
8242-JSVBO,0,0,0,0,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.65,322.5,0,0-1yr,1,1.0,0.3,40.3125,0
2479-BRAMR,0,1,1,0,41,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),83.75,3273.55,1,2-4yr,4,1.0,0.3,77.94166666666668,1
9541-ZPSEA,0,0,1,1,68,1,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,0,Credit card (automatic),80.35,5375.15,0,4yr+,3,0.2,0.3,77.90072463768115,1
2665-NPTGL,0,1,1,0,26,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.1,2510.7,0,2-4yr,5,1.0,0.3,92.98888888888888,1
1139-WUOAH,0,0,0,0,57,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),53.35,3090.05,0,4yr+,4,0.2,0.3,53.27672413793104,0
4693-VWVBO,0,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.55,61.05,0,0-1yr,1,1.0,1.0,15.2625,0
7434-SHXLS,0,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,20.9,1,0-1yr,1,1.0,0.7,10.45,0
6937-GCDGQ,0,0,1,1,19,1,No,DSL,Yes,No,No,No,No,No,One year,1,Bank transfer (automatic),48.95,955.6,0,1-2yr,2,0.5,0.3,47.78,1
0988-JRWWP,0,0,0,0,3,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,54.2,140.4,0,0-1yr,2,1.0,1.0,35.1,0
5075-JSDKI,0,0,0,0,59,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,24.45,1493.1,0,4yr+,2,0.2,1.0,24.884999999999998,0
7908-QCBCA,0,0,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.4,69.4,1,0-1yr,1,1.0,0.7,34.7,1
8644-XYTSV,0,0,1,0,42,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),40.15,1626.05,0,2-4yr,2,1.0,0.3,37.81511627906977,1
6711-FLDFB,0,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.9,541.15,1,0-1yr,2,1.0,1.0,67.64375,0
3873-WOSBC,0,0,1,0,67,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1784.9,0,4yr+,2,0.2,0.3,26.248529411764707,1
7465-ZZRVX,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.35,70.35,0,0-1yr,1,1.0,1.0,35.175,0
7975-JMZNT,0,0,1,0,66,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),91.7,6075.9,0,4yr+,8,0.2,0.3,90.68507462686567,1
7251-XFOIL,0,0,0,0,61,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,89.2,5500.6,0,4yr+,4,1.0,0.7,88.71935483870968,0
